model,variant,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,engine_capacity,battery_capacity,charging_time,seating_capacity,ground_clearance,boot_space
Tata Nexon,XE,Silver,Diesel,Automatic,814773.75,2024-09-17,2025-02-20,Kerala,21.9,1.0,0,0,5,166.3,371
Tata Safari,XZ+ Lux,Orange,CNG,Automatic,1512573.98,2024-09-17,2024-10-07,Tamil Nadu,14.2,1.1,0,0,7,189.2,421
Tata Tigor,XZ,White,Electric,Manual,839745.73,2023-01-05,2023-03-08,Karnataka,24.0,0,46.7,9.1,5,207.1,300
Tata Harrier,XE,Bronze,Diesel,Manual,1874216.75,2024-06-03,2024-11-02,Haryana,15.5,1.4,0,0,7,200.3,416
Tata Tiago,XZ+ Lux,Silver,Petrol,Automatic,712207.67,2024-07-06,2024-08-14,Karnataka,25.4,1.4,0,0,5,170.8,330
Tata Nexon,XZ+ Lux,Red,Petrol,Manual,928951.99,2024-08-22,2024-09-09,Karnataka,16.1,1.9,0,0,5,203.7,279
Tata Tiago,XE,Black,Petrol,Manual,668858.65,2023-05-14,2023-08-27,Madhya Pradesh,25.7,1.6,0,0,5,166.8,286
Tata Harrier,XZ+ Lux,Silver,Diesel,Automatic,2114739.18,2023-11-05,2023-12-13,Delhi,14.4,2.0,0,0,7,206.6,419
Tata Tigor,XE,Copper,Petrol,Manual,677596.34,2024-01-14,2024-06-22,West Bengal,20.8,1.2,0,0,5,180.7,390
Tata Harrier,XZ+ Lux,Black,CNG,Automatic,1486315.86,2023-08-03,2023-08-20,Gujarat,15.7,1.7,0,0,7,187.0,301
Tata Harrier,XZ,Grey,Petrol,Manual,1930028.4,2024-07-27,2024-08-29,Karnataka,15.6,1.1,0,0,7,191.3,429
Tata Punch,XZ+,Silver,Diesel,Automatic,891963.02,2024-07-19,2024-07-28,Gujarat,20.7,1.6,0,0,5,180.7,320
Tata Punch,XZ,Orange,Diesel,Manual,615250.64,2023-11-14,2024-03-21,Bihar,18.2,1.5,0,0,5,209.4,341
Tata Nexon,XE,Red,CNG,Automatic,786277.34,2024-08-13,2024-12-16,Maharashtra,17.3,1.7,0,0,5,175.0,295
Tata Harrier,XM,Orange,Petrol,Manual,1600940.86,2023-03-11,2023-08-31,Delhi,15.2,1.2,0,0,5,174.2,356
Tata Punch,XM,Red,Diesel,Automatic,643240.29,2024-08-24,2024-12-22,Punjab,21.9,1.5,0,0,5,201.3,308
Tata Altroz,XZ+,Red,Diesel,Automatic,643110.86,2024-09-01,2024-09-05,West Bengal,24.3,1.9,0,0,5,181.4,323
Tata Punch,XE,Bronze,Diesel,Automatic,683782.26,2022-12-03,2023-05-17,Delhi,19.2,1.3,0,0,5,167.2,294
Tata Altroz,XZ,Copper,Diesel,Manual,825890.2,2022-12-03,2023-03-03,Karnataka,23.1,1.2,0,0,5,205.7,433
Tata Tiago,XE,Black,Petrol,Manual,717317.45,2023-08-06,2023-12-08,Kerala,25.0,1.6,0,0,5,181.4,388
Tata Altroz,XZ+ Lux,Copper,Diesel,Manual,699014.65,2023-05-03,2023-06-09,Madhya Pradesh,20.4,1.7,0,0,5,170.9,371
Tata Safari,XZ,Orange,Petrol,Manual,1815808.25,2024-04-20,2024-10-12,Madhya Pradesh,15.0,1.2,0,0,5,186.6,423
Tata Tigor,XZ+,Blue,Diesel,Manual,808730.61,2023-01-17,2023-02-14,Haryana,23.2,1.4,0,0,5,199.3,313
Tata Tiago,XE,Grey,Diesel,Automatic,729030.52,2024-01-31,2024-07-07,Maharashtra,24.8,1.5,0,0,5,168.1,300
Tata Safari,XZ,Grey,Diesel,Manual,1780217.34,2023-04-20,2023-05-30,Rajasthan,16.2,1.1,0,0,7,200.6,351
Tata Punch,XZ+ Lux,Black,Diesel,Manual,603847.6,2024-03-06,2024-06-13,Rajasthan,19.6,1.6,0,0,5,189.5,357
Tata Nexon,XZ+,Copper,Diesel,Manual,926359.93,2024-02-08,2024-04-27,Madhya Pradesh,16.2,1.3,0,0,5,181.6,273
Tata Tigor,XZ,Red,Diesel,Manual,700575.36,2023-02-01,2023-02-28,Haryana,19.7,1.8,0,0,5,166.0,450
Tata Altroz,XM,Bronze,Petrol,Automatic,742117.88,2024-01-26,2024-06-19,Delhi,19.4,1.3,0,0,5,173.3,282
Tata Punch,XZ,Copper,Petrol,Manual,718300.36,2023-11-09,2023-11-13,Madhya Pradesh,22.4,1.7,0,0,5,172.9,256
Tata Nexon,XZ+ Lux,Grey,Diesel,Manual,764972.12,2024-04-08,2024-07-06,Tamil Nadu,17.6,1.5,0,0,5,196.7,420
Tata Nexon,XZ,Green,Petrol,Automatic,1386856.54,2023-09-17,2024-03-07,Telangana,16.9,1.1,0,0,5,171.6,346
Tata Harrier,XZ+ Lux,Red,Petrol,Manual,2044422.24,2024-06-15,2024-08-19,West Bengal,14.4,1.4,0,0,5,186.3,298
Tata Safari,XE,Copper,Petrol,Automatic,1902737.9,2023-07-10,2023-07-13,Gujarat,14.6,1.8,0,0,7,173.1,261
Tata Tiago,XZ,Copper,CNG,Automatic,548394.02,2023-02-16,2023-04-02,Delhi,20.5,1.5,0,0,5,204.6,373
Tata Tiago,XM,Green,Petrol,Automatic,555268.31,2024-09-10,2024-10-31,Karnataka,23.4,1.0,0,0,5,190.2,256
Tata Tigor,XZ+,Orange,Petrol,Automatic,882044.79,2023-01-13,2023-05-13,Odisha,22.4,1.4,0,0,5,167.0,357
Tata Tiago,XE,Grey,Petrol,Manual,632060.34,2022-11-20,2022-12-26,West Bengal,24.8,1.7,0,0,5,166.5,313
Tata Harrier,XZ+ Lux,White,Diesel,Manual,2065305.1,2024-03-19,2024-03-24,Gujarat,15.1,1.5,0,0,7,171.3,332
Tata Harrier,XZ+,Grey,Petrol,Manual,1433047.31,2024-01-02,2024-06-08,Delhi,14.7,1.3,0,0,7,197.7,265
Tata Punch,XZ+ Lux,Blue,Diesel,Manual,605893.06,2023-07-01,2023-07-29,Haryana,18.0,1.2,0,0,5,172.6,385
Tata Nexon,XM,Green,Diesel,Manual,1046281.35,2024-05-13,2024-06-17,Gujarat,21.1,1.2,0,0,5,203.2,411
Tata Nexon,XM,Green,Diesel,Automatic,1167209.3,2023-06-26,2023-08-07,Haryana,18.8,1.5,0,0,5,192.8,258
Tata Safari,XZ+ Lux,Blue,Diesel,Automatic,2405627.47,2023-03-18,2023-09-11,Kerala,15.8,1.5,0,0,7,176.4,304
Tata Tiago,XM,Bronze,Diesel,Automatic,580154.97,2023-11-08,2024-01-21,Tamil Nadu,25.2,1.0,0,0,5,180.5,398
Tata Nexon,XM,Silver,Electric,Manual,959016.68,2022-11-13,2022-11-28,Rajasthan,17.2,0,36.7,8.8,5,191.0,425
Tata Tigor,XZ+,White,Diesel,Manual,649961.51,2023-02-25,2023-03-13,Madhya Pradesh,21.5,1.8,0,0,5,207.8,343
Tata Tiago,XZ,Black,Petrol,Manual,704414.17,2022-11-01,2022-12-10,Madhya Pradesh,22.1,1.3,0,0,5,181.9,267
Tata Harrier,XE,Black,Petrol,Manual,1871722.84,2023-04-20,2023-05-30,Rajasthan,15.2,1.5,0,0,5,172.0,293
Tata Nexon,XZ+ Lux,White,Diesel,Automatic,1050456.92,2023-11-18,2024-03-06,West Bengal,18.9,1.8,0,0,5,171.0,360
Tata Tiago,XZ+ Lux,Bronze,Petrol,Manual,558933.47,2023-01-08,2023-05-19,Punjab,24.3,1.5,0,0,5,206.4,370
Tata Tigor,XZ,Red,Petrol,Automatic,840682.26,2024-04-30,2024-09-20,Punjab,19.1,1.9,0,0,5,194.4,414
Tata Tigor,XZ+,Green,Petrol,Automatic,914974.43,2024-03-21,2024-08-16,Uttar Pradesh,20.2,1.0,0,0,5,183.0,397
Tata Tigor,XZ+,Green,Petrol,Manual,770146.5,2023-02-28,2023-03-27,Tamil Nadu,19.2,1.5,0,0,5,187.9,396
Tata Altroz,XZ+ Lux,White,Petrol,Manual,813160.31,2023-07-28,2024-01-09,Karnataka,21.4,1.1,0,0,5,197.5,255
Tata Harrier,XZ+,Bronze,Diesel,Manual,1736196.54,2022-10-14,2022-12-04,Uttar Pradesh,14.4,1.7,0,0,5,179.6,382
Tata Tigor,XE,Copper,Petrol,Automatic,778085.08,2024-06-15,2024-10-07,West Bengal,20.6,1.2,0,0,5,192.0,360
Tata Harrier,XZ+ Lux,Blue,Petrol,Automatic,2001893.78,2022-12-01,2023-01-05,Uttar Pradesh,16.2,1.9,0,0,7,167.3,291
Tata Altroz,XZ+ Lux,White,Petrol,Manual,647186.98,2024-03-20,2024-07-19,Punjab,24.0,1.1,0,0,5,206.6,324
Tata Harrier,XZ,Copper,Petrol,Automatic,2116963.83,2024-09-10,2024-11-04,West Bengal,14.0,1.7,0,0,7,178.7,389
Tata Altroz,XZ+ Lux,Bronze,Petrol,Automatic,780244.52,2023-11-23,2024-02-29,Uttar Pradesh,23.7,1.5,0,0,5,170.0,418
Tata Safari,XZ,Bronze,Diesel,Manual,1742608.99,2023-11-07,2024-01-12,Kerala,14.3,1.2,0,0,7,207.2,353
Tata Punch,XZ,Bronze,Diesel,Manual,951341.44,2022-11-20,2023-05-10,Uttar Pradesh,21.2,1.0,0,0,5,205.6,345
Tata Punch,XZ,Silver,Petrol,Manual,798895.96,2022-12-15,2023-05-20,Karnataka,20.9,1.3,0,0,5,165.9,291
Tata Tiago,XZ+ Lux,Black,Petrol,Automatic,790969.12,2023-10-09,2023-12-14,Rajasthan,23.8,1.3,0,0,5,205.1,416
Tata Harrier,XZ+,Red,Electric,Manual,2079537.72,2023-02-12,2023-08-08,Rajasthan,15.6,0,38.2,6.9,7,179.5,286
Tata Tigor,XZ+,Bronze,Diesel,Manual,876971.77,2024-09-14,2025-02-23,Odisha,20.7,1.8,0,0,5,179.5,281
Tata Harrier,XZ,Blue,Petrol,Manual,1595985.24,2023-09-26,2024-03-14,Uttar Pradesh,14.8,1.8,0,0,5,207.2,251
Tata Nexon,XZ+ Lux,Silver,Petrol,Automatic,1059358.73,2024-06-13,2024-07-02,Telangana,16.0,1.9,0,0,5,175.2,295
Tata Altroz,XZ+,Blue,Petrol,Manual,877260.09,2024-04-22,2024-09-13,Maharashtra,22.1,1.0,0,0,5,208.1,293
Tata Tigor,XE,Green,Electric,Automatic,925503.84,2023-05-12,2023-10-21,Rajasthan,23.6,0,33.5,9.5,5,181.0,270
Tata Altroz,XZ+,Black,Diesel,Automatic,661729.12,2023-02-23,2023-07-13,Rajasthan,19.2,1.6,0,0,5,209.5,417
Tata Tiago,XZ+ Lux,Blue,Diesel,Manual,728166.59,2023-10-21,2024-04-09,Uttar Pradesh,22.9,1.9,0,0,5,189.0,439
Tata Safari,XE,Silver,Petrol,Automatic,2111257.08,2024-09-10,2024-11-05,Maharashtra,16.4,1.9,0,0,5,205.8,410
Tata Safari,XZ+ Lux,Grey,Petrol,Manual,2266239.64,2023-12-08,2024-04-05,Kerala,14.6,1.9,0,0,5,184.8,338
Tata Nexon,XZ,Bronze,Diesel,Manual,750861.96,2024-09-04,2024-09-19,Odisha,18.5,1.7,0,0,5,174.4,302
Tata Safari,XM,Grey,Diesel,Manual,1856611.05,2024-07-15,2024-11-24,Kerala,15.3,1.3,0,0,5,201.3,413
Tata Punch,XZ+,Black,Electric,Automatic,713554.33,2024-06-23,2024-10-05,Bihar,19.7,0,44.7,7.3,5,207.3,369
Tata Punch,XZ+ Lux,White,Diesel,Manual,606689.86,2024-08-30,2025-01-27,Maharashtra,23.9,1.8,0,0,5,203.3,250
Tata Nexon,XE,Orange,Petrol,Manual,1181554.96,2022-11-30,2023-02-21,Gujarat,19.3,1.3,0,0,5,179.2,414
Tata Punch,XM,Silver,CNG,Manual,989643.6,2022-10-14,2023-01-21,Kerala,18.1,1.4,0,0,5,175.0,360
Tata Tigor,XM,Orange,Petrol,Automatic,838406.38,2023-05-12,2023-07-29,Odisha,20.7,1.6,0,0,5,195.9,335
Tata Altroz,XZ,Bronze,Petrol,Manual,746856.87,2023-05-29,2023-10-26,Maharashtra,21.5,1.3,0,0,5,171.9,439
Tata Nexon,XZ+ Lux,White,Petrol,Manual,1208367.82,2022-11-02,2022-12-30,Delhi,19.7,1.6,0,0,5,174.0,436
Tata Harrier,XZ+ Lux,Red,Electric,Manual,1675761.16,2023-12-04,2024-02-15,Kerala,15.0,0,32.7,8.6,5,192.2,306
Tata Nexon,XM,Copper,CNG,Manual,1361288.35,2023-06-24,2023-12-05,West Bengal,21.1,1.8,0,0,5,184.0,388
Tata Tigor,XM,Bronze,Electric,Manual,731529.02,2023-01-07,2023-05-10,Odisha,19.9,0,32.8,6.0,5,190.5,363
Tata Tigor,XE,Green,Diesel,Manual,900001.59,2023-03-02,2023-04-07,Telangana,22.0,1.3,0,0,5,171.7,309
Tata Altroz,XE,Grey,Petrol,Automatic,661437.9,2024-04-03,2024-06-16,Delhi,19.6,1.1,0,0,5,167.5,332
Tata Nexon,XZ+ Lux,Silver,Diesel,Automatic,1132387.87,2023-04-02,2023-07-21,Bihar,20.0,1.9,0,0,5,188.7,420
Tata Tiago,XZ+,Silver,Diesel,Automatic,736928.19,2022-12-26,2023-05-29,Gujarat,20.4,1.8,0,0,5,203.2,295
Tata Tigor,XZ,Copper,Electric,Automatic,872739.71,2024-07-23,2024-09-23,Karnataka,20.0,0,33.6,9.5,5,201.9,352
Tata Tiago,XZ,Red,Petrol,Manual,767226.78,2023-12-10,2024-05-17,Haryana,24.1,1.6,0,0,5,175.9,361
Tata Tigor,XM,Red,Diesel,Automatic,658683.62,2023-08-12,2023-12-05,Karnataka,19.3,1.1,0,0,5,190.6,425
Tata Altroz,XZ,Green,Petrol,Manual,745514.16,2024-05-08,2024-05-12,Uttar Pradesh,21.2,1.3,0,0,5,168.4,410
Tata Punch,XE,Green,Electric,Manual,737363.06,2024-09-15,2024-09-18,Gujarat,18.8,0,49.0,7.2,5,188.5,323
Tata Tiago,XM,Copper,Petrol,Automatic,577457.79,2024-09-11,2025-02-02,Bihar,25.2,1.8,0,0,5,171.7,346
Tata Altroz,XZ,White,CNG,Automatic,842694.68,2023-05-27,2023-06-13,Rajasthan,23.9,1.7,0,0,5,183.9,287
Tata Safari,XM,Bronze,Petrol,Manual,1933439.43,2023-01-07,2023-02-15,Kerala,15.8,1.3,0,0,7,203.2,285
Tata Tiago,XZ+ Lux,Red,Petrol,Automatic,508206.44,2022-09-27,2023-02-13,Madhya Pradesh,25.7,2.0,0,0,5,198.7,351
Tata Safari,XZ+ Lux,Silver,CNG,Manual,2353393.75,2024-04-13,2024-08-24,Telangana,15.2,1.2,0,0,5,192.0,350
Tata Altroz,XZ+ Lux,Grey,Petrol,Manual,665198.56,2023-10-12,2023-12-07,Kerala,23.4,2.0,0,0,5,187.5,250
Tata Punch,XZ+,Silver,Diesel,Manual,642717.46,2023-02-17,2023-03-25,Haryana,23.2,1.1,0,0,5,176.8,351
Tata Nexon,XZ,Blue,Diesel,Manual,1238279.42,2023-06-16,2023-10-26,Madhya Pradesh,17.9,1.5,0,0,5,197.3,330
Tata Tiago,XZ+,Red,Diesel,Manual,695058.27,2024-06-08,2024-10-12,Delhi,23.2,1.4,0,0,5,165.1,320
Tata Tiago,XZ+ Lux,Red,Diesel,Manual,601693.77,2024-02-27,2024-04-22,Telangana,24.3,1.4,0,0,5,199.9,339
Tata Altroz,XE,Blue,Diesel,Manual,803692.94,2022-12-29,2023-04-12,Maharashtra,23.2,1.9,0,0,5,188.2,361
Tata Tiago,XE,Silver,CNG,Manual,699727.89,2023-04-05,2023-09-02,Tamil Nadu,21.6,1.1,0,0,5,186.0,443
Tata Punch,XM,Grey,Petrol,Manual,896348.79,2024-08-24,2024-11-29,Madhya Pradesh,23.1,1.6,0,0,5,170.4,438
Tata Harrier,XZ+ Lux,Black,Electric,Manual,1656103.07,2022-11-28,2022-12-23,Tamil Nadu,14.3,0,46.6,7.9,5,179.3,380
Tata Tigor,XZ+,White,Diesel,Automatic,620814.67,2023-02-12,2023-03-20,Karnataka,21.0,1.5,0,0,5,186.5,269
Tata Harrier,XM,Green,Petrol,Manual,1587913.87,2023-07-13,2023-09-01,Telangana,16.1,1.7,0,0,5,189.6,380
Tata Harrier,XE,Green,Petrol,Automatic,1405025.71,2024-02-10,2024-02-21,Odisha,15.3,1.4,0,0,7,205.8,268
Tata Altroz,XZ+ Lux,Red,Petrol,Manual,608915.2,2022-09-27,2022-10-06,Karnataka,23.2,1.6,0,0,5,189.5,433
Tata Punch,XZ+,Grey,Petrol,Manual,896125.62,2024-06-28,2024-10-15,Kerala,19.4,1.3,0,0,5,204.2,418
Tata Punch,XZ+,Red,Petrol,Manual,934092.53,2023-12-09,2024-01-09,Bihar,23.3,1.6,0,0,5,188.1,287
Tata Harrier,XZ+ Lux,Silver,Petrol,Automatic,1812785.57,2022-10-24,2022-10-25,Haryana,15.2,1.1,0,0,7,189.4,299
Tata Altroz,XE,Orange,Petrol,Automatic,693171.43,2024-07-05,2024-08-06,West Bengal,24.0,1.1,0,0,5,165.4,350
Tata Safari,XZ,Red,Diesel,Manual,2015491.4,2022-11-19,2022-11-20,Tamil Nadu,15.4,1.7,0,0,7,169.1,307
Tata Tiago,XM,Silver,Petrol,Automatic,751335.34,2024-08-31,2025-01-31,Delhi,24.5,1.8,0,0,5,184.3,415
Tata Altroz,XE,Grey,Diesel,Manual,809700.09,2023-11-01,2023-12-02,Tamil Nadu,19.7,1.7,0,0,5,174.2,444
Tata Nexon,XE,White,Diesel,Manual,1061009.67,2023-02-06,2023-02-07,Uttar Pradesh,18.4,1.6,0,0,5,202.0,389
Tata Nexon,XZ,White,Petrol,Manual,956324.29,2024-08-05,2024-10-18,Bihar,17.6,1.8,0,0,5,181.2,393
Tata Safari,XZ+ Lux,White,Diesel,Manual,2282716.77,2024-08-04,2024-09-13,Kerala,15.2,1.6,0,0,5,170.9,354
Tata Nexon,XZ+,Red,Petrol,Manual,851257.38,2023-03-12,2023-08-25,Telangana,20.9,1.8,0,0,5,194.5,376
Tata Tigor,XZ+,White,Petrol,Manual,704506.35,2023-08-08,2024-01-01,Delhi,23.5,1.8,0,0,5,202.6,264
Tata Altroz,XM,Black,Diesel,Manual,726981.38,2023-09-12,2023-11-14,Bihar,23.9,1.4,0,0,5,184.2,293
Tata Safari,XM,Green,Diesel,Automatic,2324123.24,2024-07-19,2024-09-04,Haryana,14.6,1.5,0,0,5,192.2,370
Tata Harrier,XZ,Copper,Electric,Manual,1793216.31,2023-09-09,2023-11-08,Gujarat,15.9,0,36.8,9.9,5,169.1,404
Tata Tigor,XZ+ Lux,Silver,Petrol,Automatic,861344.4,2023-02-09,2023-05-05,Delhi,21.4,1.9,0,0,5,184.3,322
Tata Safari,XZ+ Lux,Orange,Diesel,Manual,1944205.36,2023-11-23,2024-04-04,Kerala,16.3,2.0,0,0,7,165.6,272
Tata Punch,XZ+,Red,Diesel,Automatic,868394.79,2022-10-21,2023-01-11,Punjab,19.0,1.1,0,0,5,178.1,367
Tata Harrier,XZ+,Orange,Electric,Manual,1941557.63,2023-02-14,2023-02-23,Haryana,15.3,0,34.2,7.2,5,191.4,411
Tata Harrier,XZ+,Copper,Diesel,Manual,1996065.36,2023-05-14,2023-06-07,West Bengal,14.5,1.3,0,0,7,209.1,315
Tata Harrier,XE,Black,Electric,Automatic,1996046.72,2023-05-06,2023-08-21,Odisha,15.5,0,46.1,6.7,5,193.0,413
Tata Tigor,XZ+ Lux,White,Diesel,Manual,806412.35,2023-03-05,2023-06-21,Bihar,23.4,1.3,0,0,5,191.8,398
Tata Tigor,XZ+,White,Petrol,Automatic,675384.81,2024-01-14,2024-04-23,Tamil Nadu,22.5,1.5,0,0,5,209.2,380
Tata Safari,XZ+,Orange,Diesel,Automatic,2311368.87,2023-10-25,2023-12-04,Delhi,16.2,1.2,0,0,5,205.6,433
Tata Nexon,XZ+,White,Petrol,Manual,1055624.51,2023-04-27,2023-08-18,Bihar,18.9,1.5,0,0,5,179.8,381
Tata Nexon,XZ+ Lux,Grey,Petrol,Automatic,811424.5,2023-06-18,2023-07-16,Tamil Nadu,18.4,1.6,0,0,5,198.3,286
Tata Altroz,XE,Copper,Diesel,Manual,667077.33,2023-02-25,2023-03-04,Madhya Pradesh,19.7,1.7,0,0,5,177.8,414
Tata Punch,XZ+ Lux,Black,Diesel,Manual,714024.52,2024-03-14,2024-04-01,Gujarat,22.9,1.5,0,0,5,208.1,251
Tata Tiago,XZ+,Copper,Diesel,Automatic,652251.45,2023-03-18,2023-06-18,Karnataka,21.5,1.3,0,0,5,176.2,255
Tata Tigor,XZ+,Black,Petrol,Manual,773594.47,2023-04-13,2023-09-07,Telangana,21.7,1.8,0,0,5,186.5,282
Tata Altroz,XZ+,Grey,Diesel,Automatic,625490.06,2022-12-29,2023-03-02,Gujarat,21.3,1.6,0,0,5,179.3,368
Tata Altroz,XZ,Blue,Petrol,Manual,658138.15,2024-05-12,2024-09-29,Maharashtra,23.0,1.2,0,0,5,201.0,277
Tata Safari,XE,Black,Diesel,Automatic,2476084.28,2023-01-09,2023-02-19,Madhya Pradesh,14.4,1.1,0,0,7,183.3,359
Tata Harrier,XE,Black,Diesel,Automatic,1700632.3,2023-10-21,2024-03-31,Karnataka,14.3,1.4,0,0,7,183.6,304
Tata Altroz,XZ+,Blue,Diesel,Automatic,868620.0,2023-08-03,2023-09-21,Tamil Nadu,22.4,1.3,0,0,5,176.9,347
Tata Tiago,XZ,Blue,Electric,Automatic,767062.83,2022-12-02,2023-04-28,Telangana,22.7,0,34.0,7.9,5,176.7,388
Tata Harrier,XE,Black,Petrol,Manual,1882284.75,2023-10-06,2023-12-24,Kerala,14.2,1.1,0,0,7,177.5,401
Tata Nexon,XE,Grey,Diesel,Manual,895974.43,2022-12-04,2023-01-09,Haryana,19.5,1.7,0,0,5,191.0,270
Tata Nexon,XM,Black,Petrol,Manual,701912.72,2023-11-21,2024-05-12,Haryana,18.4,1.5,0,0,5,170.9,378
Tata Harrier,XZ,Blue,Diesel,Manual,1700038.65,2024-03-25,2024-07-31,Gujarat,15.5,1.5,0,0,5,204.5,392
Tata Safari,XM,Red,Diesel,Manual,1874424.99,2024-02-11,2024-07-12,Rajasthan,14.4,1.9,0,0,7,179.4,337
Tata Altroz,XZ+ Lux,Copper,Diesel,Automatic,700860.8,2023-05-18,2023-07-18,Uttar Pradesh,24.6,1.8,0,0,5,184.6,278
Tata Altroz,XE,Green,Petrol,Automatic,605642.62,2022-09-27,2022-12-26,Kerala,19.2,1.4,0,0,5,197.8,366
Tata Punch,XE,Copper,Electric,Automatic,986328.1,2024-05-07,2024-08-15,Punjab,18.7,0,50.0,6.4,5,206.3,365
Tata Tigor,XZ+ Lux,Bronze,Diesel,Manual,632440.23,2022-11-21,2023-05-07,Haryana,23.5,1.5,0,0,5,168.3,438
Tata Tigor,XE,Copper,Diesel,Manual,649809.81,2023-09-16,2023-12-08,Uttar Pradesh,24.7,1.3,0,0,5,196.9,390
Tata Punch,XZ+,Orange,Diesel,Manual,747133.33,2023-10-05,2023-10-06,West Bengal,18.9,1.0,0,0,5,170.3,445
Tata Nexon,XZ,Green,Petrol,Manual,1310907.64,2024-03-07,2024-04-02,Punjab,21.4,1.7,0,0,5,181.7,276
Tata Harrier,XZ+,Bronze,Electric,Automatic,2238077.83,2023-09-03,2024-01-02,Kerala,16.6,0,43.2,8.6,7,178.7,295
Tata Altroz,XE,White,Electric,Manual,614953.03,2023-10-28,2024-01-21,Haryana,22.5,0,37.8,7.3,5,169.2,280
Tata Nexon,XZ,Green,Petrol,Automatic,1236850.98,2024-03-02,2024-08-08,Madhya Pradesh,21.3,1.1,0,0,5,199.3,400
Tata Tigor,XZ+,White,Petrol,Automatic,676603.59,2022-12-20,2023-03-25,Telangana,21.2,1.9,0,0,5,166.1,408
Tata Harrier,XZ+,Black,Petrol,Automatic,2337887.02,2024-04-01,2024-04-27,Maharashtra,16.8,1.6,0,0,5,171.2,433
Tata Nexon,XZ,Blue,CNG,Manual,1346343.43,2023-06-21,2023-07-09,Gujarat,20.5,1.2,0,0,5,173.6,383
Tata Nexon,XZ+,Grey,CNG,Manual,1318747.46,2024-04-24,2024-08-04,Punjab,20.1,1.6,0,0,5,194.7,422
Tata Nexon,XM,Green,Electric,Automatic,1033089.12,2023-10-18,2024-03-06,Delhi,17.7,0,49.3,9.2,5,181.8,389
Tata Altroz,XZ+,Black,Diesel,Automatic,905159.53,2024-09-05,2024-09-21,Kerala,21.8,1.9,0,0,5,175.4,397
Tata Punch,XE,Blue,CNG,Automatic,683308.26,2023-12-23,2024-05-04,Delhi,18.2,1.7,0,0,5,194.9,297
Tata Punch,XZ,Green,Electric,Automatic,809013.71,2024-08-15,2024-11-12,Rajasthan,21.5,0,37.7,8.7,5,174.9,267
Tata Tigor,XZ,Silver,CNG,Manual,716306.64,2024-08-26,2024-09-01,Odisha,22.5,1.3,0,0,5,201.0,254
Tata Tigor,XM,Blue,Diesel,Automatic,698901.78,2024-02-29,2024-05-12,Delhi,21.8,1.9,0,0,5,179.5,293
Tata Nexon,XM,Silver,Petrol,Automatic,1131396.17,2024-05-24,2024-08-22,Madhya Pradesh,21.2,1.7,0,0,5,209.8,417
Tata Safari,XE,Bronze,Diesel,Manual,2178508.93,2023-02-15,2023-07-07,Bihar,14.0,1.2,0,0,7,174.0,261
Tata Altroz,XZ+,Blue,Diesel,Manual,864635.91,2023-10-11,2023-12-17,Kerala,20.1,1.4,0,0,5,189.0,407
Tata Punch,XZ,White,Petrol,Automatic,894369.69,2024-02-25,2024-07-07,Maharashtra,19.8,1.9,0,0,5,176.9,293
Tata Punch,XM,Bronze,Petrol,Manual,865687.51,2022-10-03,2023-03-13,Rajasthan,19.8,1.3,0,0,5,206.1,265
Tata Safari,XM,Bronze,Petrol,Manual,1673321.48,2024-03-04,2024-06-29,Rajasthan,15.9,1.2,0,0,7,185.8,432
Tata Tigor,XE,Bronze,Petrol,Manual,783367.57,2022-12-05,2022-12-09,Gujarat,24.8,1.2,0,0,5,188.2,438
Tata Nexon,XZ+,Grey,Diesel,Manual,1002377.1,2024-02-24,2024-03-23,Gujarat,20.1,1.0,0,0,5,171.7,434
Tata Tigor,XZ+,Copper,Diesel,Manual,765255.75,2024-01-28,2024-05-31,Bihar,24.6,1.0,0,0,5,208.4,288
Tata Tigor,XZ+ Lux,Orange,Petrol,Automatic,947095.82,2023-01-12,2023-06-22,Rajasthan,20.6,1.1,0,0,5,186.7,261
Tata Tigor,XE,Silver,Diesel,Automatic,873334.37,2023-10-27,2024-02-23,Tamil Nadu,23.1,1.5,0,0,5,169.2,430
Tata Safari,XE,Blue,Petrol,Manual,2456019.57,2023-08-23,2023-10-13,Madhya Pradesh,15.4,1.1,0,0,7,189.7,353
Tata Tigor,XE,White,Petrol,Manual,894349.7,2024-08-02,2024-08-17,West Bengal,22.2,1.9,0,0,5,188.6,281
Tata Tigor,XZ+,Silver,Electric,Manual,745776.11,2023-08-28,2024-02-23,Kerala,19.3,0,48.2,9.7,5,184.8,250
Tata Harrier,XE,Red,Diesel,Automatic,1509652.26,2023-05-30,2023-09-23,Punjab,14.6,1.5,0,0,5,206.4,428
Tata Tigor,XZ+ Lux,Orange,Petrol,Manual,613308.05,2023-10-12,2023-12-18,Karnataka,19.8,1.3,0,0,5,193.4,359
Tata Nexon,XZ+,Red,Petrol,Manual,991854.55,2023-12-12,2024-06-05,Madhya Pradesh,16.2,1.6,0,0,5,186.8,293
Tata Tigor,XZ,Red,CNG,Automatic,824634.17,2023-07-17,2023-07-26,Odisha,20.4,1.8,0,0,5,193.9,313
Tata Nexon,XE,Orange,Petrol,Automatic,1063873.17,2022-12-20,2023-04-27,Kerala,19.6,1.2,0,0,5,206.2,367
